S. No.,State,District,Block,Panchayat,Village,Habitation,Location,Type Of Source,Lab Name,Testing Date,Above Permissible Limit +ACY- (6.5 +ADw- pH +AD4- 8.5) (Mandatory+ACo-),Below Permissible Limit (Mandatory+ACo-),Above Permissible Limit (Emerging / Other+ACoAKg-),Below Permissible Limit (Emerging / Other+ACoAKg-)
401,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,BOCHAHI,Manir Miya / SC150026108,Shallow Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-368.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
402,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,BOCHAHI,Nc/Pc Scheme For Madhepur Block / SC4469667,Deep Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.47 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-334.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
403,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,BOCHAHI,Madan Yadav S/o Bindeswar Yadav Ghar Ke Najdik / SC5502677,Shallow Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.47 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-368.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
404,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,CHAMAR TOL,Non Mandatory / SC1740755,Deep Tubewell,MADHUBANI,08/07/2015,,+ACI-Iron+AFs-0.30 Mg/l+AF0-,Fluoride+AFs-0.89 Mg/l+AF0-,pH+AFs-7.32 PH+AF0-,TDS+AFs-567.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
405,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,CHAMAR TOL,Non Mandatory / SC1740755,Deep Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.28 Mg/ +AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-352.00 Mg/l+AF0- N+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
406,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,CHAMAR TOL,SADAK KINARE / SC40286,Deep Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.47 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-368.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
407,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,CHAMAR TOL,SADAK KINARE / SC40286,Deep Tubewell,MADHUBANI,08/07/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.64 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-358.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-3.00 NTU+AF0-
408,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,KASABA,P.S Kasaha / SC150023404,Shallow Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.47 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-368.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
409,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,KASABA,Nc/Pc Scheme For Madhepur Block / SC4469668,Deep Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.84 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-334.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
410,BIHAR,MADHUBANI,MADHEPUR,TARDIHA,TARDIHA,KASABA,Panchu Mukhya S/o Yugeswar Mukhya Ghar Ke Najdik / SC5502680,Shallow Tubewell,MADHUBANI,17/07/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-564.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
