S. No.,State,District,AC,Block,Panchayat,Village,Habitation,Location,Type Of Source,Lab Name,Testing Date,Above Permissible Limit +ACY- (6.5 +ADw- pH +AD4- 8.5) (Mandatory+ACo-),Below Permissible Limit (Mandatory+ACo-),Above Permissible Limit (Emerging / Other+ACoAKg-),Below Permissible Limit (Emerging / Other+ACoAKg-)
121,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,SC150002102,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.72 Mg/l+AF0-,pH+AFs-7.17 PH+AF0-,TDS+AFs-289.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
122,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,Inside Habitation / SC150085853,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.25 PH+AF0-,TDS+AFs-345.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
123,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,Inside Habitation / SC150090590,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.85 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-327.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
124,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,SC1741909,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.55 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-352.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
125,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,SC3927744,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-365.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
126,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SHARMA TOLA,SC4621841,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.27 PH+AF0-,TDS+AFs-356.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
127,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,Inside Habitation / SC150085848,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.71 Mg/l+AF0-,pH+AFs-7.25 PH+AF0-,TDS+AFs-294.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
128,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,Inside Habitation / SC150085849,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.29 Mg/l+AF0-,Fluoride+AFs-0.52 Mg/l+AF0-,pH+AFs-7.19 PH+AF0-,TDS+AFs-286.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
129,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,Inside Habitation / SC150085850,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.56 Mg/l+AF0-,pH+AFs-7.11 PH+AF0-,TDS+AFs-327.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
130,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,Inside Habitation / SC150085851,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-318.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
131,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,Inside Habitation / SC150090587,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
132,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,SC45992,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.15 PH+AF0-,TDS+AFs-323.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
133,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,SC47327,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.72 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-315.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
134,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,SC47811,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.12 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-332.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
135,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,SIMARIA,SC48140,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.58 Mg/l+AF0-,pH+AFs-7.04 PH+AF0-,TDS+AFs-322.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
136,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,THAKUR TOLA,Inside Habitation / SC150085854,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.56 Mg/l+AF0-,pH+AFs-7.04 PH+AF0-,TDS+AFs-307.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
137,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,THAKUR TOLA,Inside Habitation / SC150090591,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-319.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
138,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,THAKUR TOLA,T/W 1 / SC150145524,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-332.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
139,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,THAKUR TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436165,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.63 Mg/l+AF0-,pH+AFs-6.99 PH+AF0-,TDS+AFs-312.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
140,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,YADAV TOLA,SC150002101,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.56 Mg/l+AF0-,pH+AFs-7.15 PH+AF0-,TDS+AFs-342.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
141,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,YADAV TOLA,Inside Habitation / SC150090595,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.65 Mg/l+AF0-,pH+AFs-7.20 PH+AF0-,TDS+AFs-345.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
142,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,YADAV TOLA,SC2492488,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.56 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-299.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
143,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,YADAV TOLA,SC3927743,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.65 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-318.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
144,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,SIMARIA,SEMARIA,YADAV TOLA,SC4621840,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-342.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
145,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,CHAMAR TOLA,Inside Habitation / SC150085881,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.65 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-329.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
146,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,CHAMAR TOLA,Inside Habitation / SC150090627,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
147,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,CHAMAR TOLA,T/W 1 / SC150145525,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.14 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.31 PH+AF0-,TDS+AFs-323.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
148,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,CHAMAR TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436172,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.76 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-382.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
149,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,GORHI TOLA,Inside Habitation / SC150090621,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.76 Mg/l+AF0-,pH+AFs-7.25 PH+AF0-,TDS+AFs-328.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
150,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,GORHI TOLA,T/W 1 / SC150145526,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.72 Mg/l+AF0-,pH+AFs-7.07 PH+AF0-,TDS+AFs-328.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
151,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,GORHI TOLA,SC3927738,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.64 Mg/l+AF0-,pH+AFs-7.19 PH+AF0-,TDS+AFs-352.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
152,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MANDAL TOLA,Inside Habitation / SC150085877,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.13 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
153,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MANDAL TOLA,Inside Habitation / SC150090622,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.58 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-281.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
154,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MANDAL TOLA,SC44462,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-293.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
155,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSHARI,Inside Habitation / SC150085879,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-304.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
156,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSHARI,Inside Habitation / SC150090625,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.58 Mg/l+AF0-,pH+AFs-7.07 PH+AF0-,TDS+AFs-275.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
157,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSHARI,Rameshwar Yadav / SC1722996,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.65 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
158,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSHARI,SC4696456,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-353.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
159,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSLMAN TOLA,Inside Habitation / SC150085876,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.31 PH+AF0-,TDS+AFs-346.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
160,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSLMAN TOLA,Inside Habitation / SC150090620,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.76 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-296.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
161,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSLMAN TOLA,Baijnath Yadav / SC1722994,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-362.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
162,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,MUSLMAN TOLA,SC2492482,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.22 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.09 PH+AF0-,TDS+AFs-317.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
163,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,NEPALI TOLA,Inside Habitation / SC150085878,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.79 Mg/l+AF0-,pH+AFs-7.27 PH+AF0-,TDS+AFs-365.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
164,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,NEPALI TOLA,Inside Habitation / SC150090624,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.72 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-382.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
165,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,NEPALI TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436173,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-286.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
166,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,NEPALI TOLA,SC4696454,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.29 Mg/l+AF0-,Fluoride+AFs-0.77 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
167,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,PASWAN TOLA,Inside Habitation / SC150085882,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.10 PH+AF0-,TDS+AFs-297.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
168,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,PASWAN TOLA,Inside Habitation / SC150090628,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-289.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
169,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,PASWAN TOLA,SC1741915,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.71 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-352.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
170,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAFI TOLA,Inside Habitation / SC150085880,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.82 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-374.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
171,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAFI TOLA,Inside Habitation / SC150090626,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.79 Mg/l+AF0-,pH+AFs-7.27 PH+AF0-,TDS+AFs-382.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
172,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAFI TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436174,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-358.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
173,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAFI TOLA,SC4696455,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-304.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
174,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAHU TOLA,Inside Habitation / SC150090623,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.57 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-276.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
175,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAHU TOLA,SC3927737,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-315.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
176,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SAHU TOLA,SC4696453,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.85 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-371.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
177,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SARDAR TOLA,Inside Habitation / SC150085883,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.22 Mg/l+AF0-,Fluoride+AFs-0.66 Mg/l+AF0-,pH+AFs-7.15 PH+AF0-,TDS+AFs-291.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
178,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SARDAR TOLA,Inside Habitation / SC150085884,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-289.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
179,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SARDAR TOLA,Inside Habitation / SC150090629,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.71 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-296.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
180,BIHAR,SUPAUL,TRIVENIGANJ,TRIBENIGANJ,THALHAGARHIA SOUTH,THALHA GARHIA,SARDAR TOLA,SC1741917,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.15 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.09 PH+AF0-,TDS+AFs-321.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
