id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,1,AGAR,AGAR,Shallow tubewell,Ground Water,BARHAM STHAN,HandPump,HP-IRP(0006049936)
2,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,2,AGAR,AGAR,Shallow tubewell,Ground Water,DURGA STHAN,HandPump,HP-IRP(0006049950)
3,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,3,AGAR,AGAR,Deep tubewell,Ground Water,IN VILLEGE,PWS,Mini PWS(0006534135)
4,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,4,AGAR,AGAR,Shallow tubewell,Ground Water,NEAR AGAR,HandPump,NC/PC(0004552880)
5,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,5,AGAR,CHAMAR TOLA,Deep tubewell,Ground Water,In Tola,HandPump,HP IRP(0006531838)
6,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,6,AGAR,CHAMAR TOLA,Shallow tubewell,Ground Water,NEAR CHAMAR TOLA,HandPump,NC/PC(0004594361)
7,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,7,AGAR,CHAUDHRI TOLA,Shallow tubewell,Ground Water,Road Side,HandPump,HP-IRP(0003768471)
8,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,8,AGAR,CHAUDHRI TOLA,Shallow tubewell,Ground Water,Road Side,HandPump,NC/PC(0001956291)
9,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,9,AGAR,PASI TOLA,Shallow tubewell,Ground Water,Road Side,HandPump,HP-IRP(0003768510)
10,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,10,AGAR,PASI TOLA,Shallow tubewell,Ground Water,Road Side,HandPump,HP-IRP(0003768526)
11,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,11,AGAR,PASI TOLA,Shallow tubewell,Ground Water,Road Side,HandPump,HP-IRP(0005623766)
12,Saharsa,Simri Bakhtiyarpur,SIMRI BAKHTIARPUR,KATH DUMAR,12,AGAR,PASI TOLA,Shallow tubewell,Ground Water,PASI TOLA,HandPump,NC/PC 2012- 13(0004726537)
