id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,"""Location""",Type,Scheme Name
1299,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,31,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,MLC QOUTA JHANJHARPUR(0006388330)
1300,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,32,SHIR LAHARIYA,SIR LAHARIYA,Deep tubewell,Ground Water,Location,PWS,NAWANI RWSS(0006511992)
1301,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,33,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1302,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,34,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1303,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,35,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1304,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,36,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1305,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,37,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1306,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,38,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1307,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,39,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1308,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,40,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1309,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,41,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1310,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,42,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR-2(0006245045)
1311,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,43,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1312,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,44,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1313,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,45,SHIR LAHARIYA,SIR LAHARIYA,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677940)
1314,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,46,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD JHANJHARPUR(0005820213)
1315,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,47,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1316,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,48,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1317,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,49,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1318,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,50,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1319,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,51,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1320,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,52,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1321,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,53,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1322,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,54,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1323,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,55,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1324,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,56,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1325,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,57,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1326,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,58,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1327,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,59,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1328,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,60,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1329,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,61,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1330,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,62,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1331,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,63,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1332,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,64,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1333,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,65,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1334,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,66,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1335,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,67,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1336,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,68,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1337,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,69,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1338,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,70,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1339,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,71,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1340,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,72,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1341,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,73,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1342,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,74,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1343,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,75,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1344,Madhubani,Jhanjharpur,JHANJHARPUR,NAWANI,76,SHIR LAHARIYA,SIR LAHARIYA,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497370)
1345,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,1,BALIYARI,BALIYARI,Deep tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1346,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,2,BALIYARI,BALIYARI,Deep tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1347,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,3,BISHOUL,BISHOUL,Deep tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1348,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,4,BISHOUL,BISHOUL,Deep tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1349,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,5,GODHANPUR,AMAT TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1350,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,6,GODHANPUR,AMAT TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677713)
1351,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,7,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1352,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,8,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1353,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,9,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 4(0005659590)
1354,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,10,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1355,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,11,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1356,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,12,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1357,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,13,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1358,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,14,GODHANPUR,GODHANPUR,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1359,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,15,GODHANPUR,GODHANPUR,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677759)
1360,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,16,GODHANPUR,HALUAY TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006534780)
1361,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,17,GODHANPUR,HALUAY TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006534780)
1362,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,18,GODHANPUR,HALUAY TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1363,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,19,GODHANPUR,HALUAY TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1364,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,20,GODHANPUR,HALUAY TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974548)
1365,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,21,GODHANPUR,NORTH TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006538911)
1366,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,22,GODHANPUR,NORTH TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677725)
1367,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,23,GODHANPUR,PAMARIYA TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677742)
1368,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,24,GODHANPUR,PAMARIYA TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677742)
1369,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,25,GODHANPUR,PASI & DOM TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974548)
1370,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,26,MACHHDHI,MACHHA DHE,Deep tubewell,Ground Water,Location,HandPump,Hand tubewell Scheme(0004690569)
1371,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,27,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1372,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,28,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 4(0005659590)
1373,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,29,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1374,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,30,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1375,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,31,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1376,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,32,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1377,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,33,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1378,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,34,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1379,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,35,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1380,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,36,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1381,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,37,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR- 2(0005700636)
1382,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,38,MACHHDHI,MACHHA DHE,Deep tubewell,Ground Water,Location,SPOT,Nc/Pc Scheme For Jhanjharpur Block(0004563204)
1383,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,39,MACHHDHI,MACHHA DHE,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1384,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,40,SUKHET,HALUAY TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974538)
1385,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,41,SUKHET,MALLAH & YADAV TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974538)
1386,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,42,SUKHET,MIYAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677700)
1387,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,43,SUKHET,MIYAN TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974538)
1388,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,44,SUKHET,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1389,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,45,SUKHET,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 1(0006244951)
1390,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,46,SUKHET,MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002675453)
1391,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,47,SUKHET,MUSAHARI,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002677689)
1392,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,48,SUKHET,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD JHANJHARPUR(0005820213)
1393,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,49,SUKHET,MUSAHARI,Shallow tubewell,Ground Water,Location,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD JHANJHARPUR(0005820213)
1394,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,50,SUKHET,NAV TOLI,Deep tubewell,Ground Water,Location,HandPump,Braham Asthan(0000044497)
1395,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,51,SUKHET,NAV TOLI,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006534780)
1396,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,52,SUKHET,NAV TOLI,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974538)
1397,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,53,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,Angan Wari(0004945196)
1398,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,54,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,Angan Wari(0004945197)
1399,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,55,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1400,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,56,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- JHANJHARPUR (2013-14) (0006818924)
1401,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,57,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 4(0005659590)
1402,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,58,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 4(0005659590)
1403,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,59,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,MLA QUOTA- JHANJHARPUR- 4(0005659590)
1404,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,60,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1405,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,61,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1406,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,62,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1407,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,63,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1408,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,64,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1409,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,65,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1410,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,66,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1411,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,67,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1412,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,68,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1413,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,69,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1414,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,70,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,NC/PC JHANJHARPUR(0006495982)
1415,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,71,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1416,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,72,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1417,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,73,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1418,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,74,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SCHOOL T/W- JHANJHARPUR- 2(0006245045)
1419,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,75,SUKHET,SUKHET,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974538)
1420,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,76,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1421,Madhubani,Jhanjharpur,JHANJHARPUR,SUKHET,77,SUKHET,SUKHET,Shallow tubewell,Ground Water,Location,HandPump,SUSTABALE JHANJHARPUR(0006497263)
1422,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,1,DIP,BETABA TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001979741)
1423,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,2,DIP,CHAMAR TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702709)
1424,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,3,DIP,CHAMAR TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR- 1(0005702602)
1425,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,4,DIP,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Pakhar Tree(0000046047)
1426,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,5,DIP,CHAMAR TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source (HT) Scheme(0004690598)
1427,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,6,DIP,CHAUVE TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0001979741)
1428,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,7,DIP,DHANUK TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
1429,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,8,DIP,DHANUK TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006535106)
1430,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,9,DIP,DHANUK TOL,Shallow tubewell,Ground Water,Location,HandPump,NC/PC LAKHNAUR(0006539819)
1431,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,10,DIP,DHANUK TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Source(0002678269)
1432,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,11,DIP,DHANUK TOL,Deep tubewell,Ground Water,Location,HandPump,Spot Sourse(0001974130)
1433,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,12,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,Angan Wari(0004945198)
1434,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,13,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,Anganw adi T/Well Jhanjarpur(0004960032)
1435,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,14,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,Anganw adi T/Well Jhanjarpur(0004960032)
1436,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,15,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1437,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,16,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1438,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,17,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
1439,Madhubani,Jhanjharpur,LAKHNAUR,DIP EAST,18,DIP,DIP,Shallow tubewell,Ground Water,Location,HandPump,MLA QOUTA- LAKHNAUR(2013-14) (0006819774)
