id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Supaul,Supaul,SUPAUL,BARAUTI,1,BARUARI,BARUARI,Shallow tubewell,Ground Water,UMASH SINGH,HandPump,ARWSP(0001740699)
2,Supaul,Supaul,SUPAUL,BARAUTI,2,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,ARWSP(0001740699)
3,Supaul,Supaul,SUPAUL,BARAUTI,3,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,ARWSP(0001740704)
4,Supaul,Supaul,SUPAUL,BARAUTI,4,BARUARI,BARUARI,Shallow tubewell,Ground Water,DHUKHNE DEVI,HandPump,ARWSP(0001740704)
5,Supaul,Supaul,SUPAUL,BARAUTI,5,BARUARI,BARUARI,Shallow tubewell,Ground Water,NERMLA DEVI,HandPump,ARWSP(0001741620)
6,Supaul,Supaul,SUPAUL,BARAUTI,6,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,ARWSP(0001741620)
7,Supaul,Supaul,SUPAUL,BARAUTI,7,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001988140)
8,Supaul,Supaul,SUPAUL,BARAUTI,8,BARUARI,BARUARI,Shallow tubewell,Ground Water,,HandPump,NC/PC(0001988140)
9,Supaul,Supaul,SUPAUL,BARAUTI,9,BARUARI,BARUARI,Shallow tubewell,Ground Water,,HandPump,NC/PC(0001988141)
10,Supaul,Supaul,SUPAUL,BARAUTI,10,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001988141)
11,Supaul,Supaul,SUPAUL,BARAUTI,11,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001988141)
12,Supaul,Supaul,SUPAUL,BARAUTI,12,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,SCHOOL(0001986627)
13,Supaul,Supaul,SUPAUL,BARAUTI,13,BARUARI,BARUARI,Shallow tubewell,Ground Water,A. Middel School Baruari,HandPump,SCHOOL(0001986627)
14,Supaul,Supaul,SUPAUL,BARAUTI,14,BARUARI,BARUARI,Shallow tubewell,Ground Water,Girl Pramri School Baruari,HandPump,SCHOOL(0001986629)
15,Supaul,Supaul,SUPAUL,BARAUTI,15,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,SCHOOL(0001986629)
16,Supaul,Supaul,SUPAUL,BARAUTI,16,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,SCHOOL(0001986661)
17,Supaul,Supaul,SUPAUL,BARAUTI,17,BARUARI,BARUARI,Shallow tubewell,Ground Water,K. Middel School Baruari,HandPump,SCHOOL(0001986661)
18,Supaul,Supaul,SUPAUL,BARAUTI,18,BARUARI,BARUARI,Shallow tubewell,Ground Water,Pramri School Baruari,HandPump,SCHOOL(0001986662)
19,Supaul,Supaul,SUPAUL,BARAUTI,19,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,SCHOOL(0001986662)
20,Supaul,Supaul,SUPAUL,BARAUTI,20,BARUARI,BARUARI,Shallow tubewell,Ground Water,Inside Habitation,HandPump,SCHOOL(0001986665)
21,Supaul,Supaul,SUPAUL,BARAUTI,21,BARUARI,BARUARI,Shallow tubewell,Ground Water,Pramri School Harijan Baruari,HandPump,SCHOOL(0001986665)
22,Supaul,Supaul,SUPAUL,BARAUTI,22,BARUARI,BRAHMAN TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001963264)
23,Supaul,Supaul,SUPAUL,BARAUTI,23,BARUARI,BRAHMAN TOLA,Shallow tubewell,Ground Water,,HandPump,NC/PC(0001963264)
24,Supaul,Supaul,SUPAUL,BARAUTI,24,BARUARI,BRAHMAN TOLA,Shallow tubewell,Ground Water,,HandPump,NC/PC(0001963269)
25,Supaul,Supaul,SUPAUL,BARAUTI,25,BARUARI,BRAHMAN TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001963269)
26,Supaul,Supaul,SUPAUL,BARAUTI,26,BARUARI,BRAHMAN TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,NC/PC(0001963269)
27,Supaul,Supaul,SUPAUL,BARAUTI,27,BARUARI,DHANUK TOLA,Shallow tubewell,Ground Water,,HandPump,ARWSP(0001448415)
