id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,1,BISRAMPUR,BISRAMPUR,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544969)
2,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,2,BISRAMPUR,HARBAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544970)
3,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,3,BISRAMPUR,NAYA TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544971)
4,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,4,CHORHI,AHIR TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544972)
5,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,5,CHORHI,CHORAHI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544973)
6,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,6,CHORHI,HARIZAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544974)
7,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,7,DARWALIA,CHAMAR TOLI,Shallow Tubew ell,Ground Water,,HandPump,Jogapatti Scheme(0001961422)
8,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,8,DARWALIA,DHERWALIYA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544975)
9,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,9,DARWALIA,DHOBI TOLA,Shallow Tubew ell,Ground Water,,HandPump,Jogapatti Scheme(0001961447)
10,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,10,PARARAWAN,MASZID TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544976)
11,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,11,PARARAWAN,PADRAUN,Shallow Tubew ell,Ground Water,,HandPump,Jogapatti Scheme(0001961455)
12,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,12,RAMPURWA,PANDEY TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544977)
13,Pashchim Champaran,Lauriya,JOGAPATTI,HATIYA,13,RAMPURWA,RAMPURWA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Jogapatti Block,SPOT,Nc/Pc Scheme For Jogapatti Block(0004544978)
14,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,1,BANKATWA,BANKATWA,Shallow Tubew ell,Ground Water,,HandPump,Lauria Scheme(0001965259)
15,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,2,BANKATWA,DUBEY TOLA,Shallow Tubew ell,Ground Water,,HandPump,Lauria Scheme(0001965273)
16,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,3,BANKATWA,ROAD SIDE HARIJAN TOLA,Deep Tubew ell,Ground Water,Near P.C.C. Road,HandPump,Lauriya Scheme(0007076733)
17,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,4,BANKATWA,ROAD SIDE HARIJAN TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Lauria Block,SPOT,Nc/Pc Scheme For Lauria Block(0004545212)
18,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,5,BANKATWA,SAH TOLA,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Lauria Block,SPOT,Nc/Pc Scheme For Lauria Block(0004545213)
19,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,6,BANKATWA,WEST HARIJAN TOLI,Deep Tubew ell,Ground Water,Nc/Pc Scheme For Lauria Block,SPOT,Nc/Pc Scheme For Lauria Block(0004545214)
20,Pashchim Champaran,Lauriya,LAURIA,PARAUR TOLA,7,BASWARIA,BASWARIYA,Shallow Tubew ell,Ground Water,,HandPump,Lauria Scheme(0001965282)
