S. No.,State,District,Block,Panchayat,Village,Habitation,Location,Type Of Source,Lab Name,Testing Date,Above Permissible Limit +ACY- (6.5 +ADw- pH +AD4- 8.5) (Mandatory+ACo-),Below Permissible Limit (Mandatory+ACo-),Above Permissible Limit (Emerging / Other+ACoAKg-),Below Permissible Limit (Emerging / Other+ACoAKg-)
58,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Near Sonbarsa Block / H1923594,Delivery Point,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.84 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-369.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
59,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Atwai Tanti / PU0000847045,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-382.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
60,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Atwai Tanti / PU0000847045,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.29 Mg/l+AF0-,+ACI-Fluoride+AFs-0.95 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-452.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
61,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Durga Sada / PU0000847048,Shallow Tubewell,SAHARSA,01/09/2015,Iron+AFs-1.21 Mg/l+AF0-,+ACI-Fluoride+AFs-0.59 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-384.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
62,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Durga Sada / PU0000847048,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.26 Mg/l+AF0-,+ACI-Fluoride+AFs-0.71 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-452.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
63,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Faquruddinb Sah / PU0000847061,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-385.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
64,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Faquruddinb Sah / PU0000847061,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.30 PH+AF0-,TDS+AFs-562.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
65,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Near Sonbarsa Block / SC1712401,Deep Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.28 Mg/l+AF0-,+ACI-Fluoride+AFs-0.84 Mg/l+AF0-,pH+AFs-7.27 PH+AF0-,TDS+AFs-412.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
66,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Near Sonbarsa Block / SC1712401,Deep Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.89 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-361.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
67,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR POLLICE STATION / SC3376130,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.84 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-412.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
68,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR GUNESHAAR BISHWASH (GUNO) / SC3505949,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.20 PH+AF0-,TDS+AFs-563.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
69,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,+ACI-NEAR ANANT KUMAR SINGH, S/O DINESH SINGH / SC3505979+ACI-,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.96 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-521.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
70,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,+ACI-NEAR SAFI AHMAD (BABBAN MIYAN) , S/O SIDHIKI CHAUDHARY / SC3505999+ACI-,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.96 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-524.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
71,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,+ACI-NEAR SAFI AHMAD (BABBAN MIYAN) , S/O SIDHIKI CHAUDHARY / SC3505999+ACI-,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.82 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-298.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
72,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR CHAUK / SC3631559,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.96 Mg/l+AF0-,pH+AFs-7.10 PH+AF0-,TDS+AFs-547.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
73,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR VILLAGE / SC3631590,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.27 Mg/l+AF0-,+ACI-Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-563.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
74,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR VILLAGE / SC3631590,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.73 Mg/l+AF0-,pH+AFs-7.16 PH+AF0-,TDS+AFs-397.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
75,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,NEAR ROAD / SC3991779,Deep Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.21 Mg/l+AF0-,Fluoride+AFs-0.88 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-457.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
76,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa North Code+AC0- 2 / SC4870675,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.29 PH+AF0-,TDS+AFs-521.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
77,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa North Code+AC0- 2 / SC4870675,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.57 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-377.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
78,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Kebat Tola Code+AC0- 4 / SC4870681,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.28 Mg/l+AF0-,+ACI-Fluoride+AFs-0.96 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-524.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
79,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Kebat Tola Code+AC0- 4 / SC4870681,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.14 Mg/l+AF0-,Fluoride+AFs-0.52 Mg/l+AF0-,pH+AFs-7.29 PH+AF0-,TDS+AFs-325.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
80,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Hanuman Tola Code+AC0- 6 / SC4870685,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.81 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-327.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
81,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Hanuman Tola Code+AC0- 6 / SC4870685,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.29 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-527.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
82,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Gousala Road Code+AC0- 7 / SC4870692,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-527.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
83,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa South Code+AC0- 1 / SC4870759,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.87 Mg/l+AF0-,pH+AFs-7.14 PH+AF0-,TDS+AFs-395.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
84,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa South Code+AC0- 1 / SC4870759,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.95 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-452.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
85,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa South Code+AC0- 1 / SC4903391,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.30 Mg/l+AF0-,+ACI-Fluoride+AFs-0.99 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-554.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
86,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa South Code+AC0- 1 / SC4903391,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.89 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-395.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
87,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa North Code+AC0- 2 / SC4903395,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.89 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-374.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
88,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Sonbarsa North Code+AC0- 2 / SC4903395,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.23 Mg/l+AF0-,Fluoride+AFs-0.88 Mg/l+AF0-,pH+AFs-7.24 PH+AF0-,TDS+AFs-557.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
89,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Kebat Tola Code+AC0- 4 / SC4903401,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.26 Mg/l+AF0-,+ACI-Fluoride+AFs-0.79 Mg/l+AF0-,pH+AFs-7.27 PH+AF0-,TDS+AFs-450.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
90,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Kebat Tola Code+AC0- 4 / SC4903401,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.62 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-317.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
91,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Hanuman Tola Code+AC0- 6 / SC4903404,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.28 PH+AF0-,TDS+AFs-523.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
92,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Hanuman Tola Code+AC0- 6 / SC4903404,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-278.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
93,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Gousala Road Code+AC0- 7 / SC4903413,Shallow Tubewell,SAHARSA,01/09/2015,Iron+AFs-1.15 Mg/l+AF0-,+ACI-Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.07 PH+AF0-,TDS+AFs-317.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
94,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SONBARSA,Aganwadis Center Gousala Road Code+AC0- 7 / SC4903413,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.93 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-527.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
95,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,NEAR ROAD / SC1711968,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-417.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
96,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,NEAR ROAD / SC1711968,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.13 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.41 PH+AF0-,TDS+AFs-395.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
97,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,CHAUK / SC3624128,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.06 PH+AF0-,TDS+AFs-398.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
98,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,CHAUK / SC3624128,Shallow Tubewell,SAHARSA,20/05/2015,Iron+AFs-1.26 Mg/l+AF0-,+ACI-Fluoride+AFs-0.85 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-415.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
99,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,SOUTH TOLA / SC4600374,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.13 PH+AF0-,TDS+AFs-384.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-3.00 NTU+AF0-
100,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,SOUTH TOLA,SOUTH TOLA / SC4600374,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.98 Mg/l+AF0-,pH+AFs-7.28 PH+AF0-,TDS+AFs-521.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
101,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,NEAR ROAD / SC1711969,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.87 Mg/l+AF0-,pH+AFs-7.28 PH+AF0-,TDS+AFs-524.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
102,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,NEAR ROAD / SC1711969,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.71 Mg/l+AF0-,pH+AFs-7.29 PH+AF0-,TDS+AFs-315.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
103,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,NEAR VILLAGE PANCHAYAT / SC3624138,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-415.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
104,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,NEAR VILLAGE PANCHAYAT / SC3624138,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.64 Mg/l+AF0-,pH+AFs-7.36 PH+AF0-,TDS+AFs-335.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-3.00 NTU+AF0-
105,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,TUANIAR / SC4600384,Shallow Tubewell,SAHARSA,01/09/2015,,+ACI-Iron+AFs-0.12 Mg/l+AF0-,Fluoride+AFs-0.74 Mg/l+AF0-,pH+AFs-7.03 PH+AF0-,TDS+AFs-387.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-3.00 NTU+AF0-
106,BIHAR,SAHARSA,SONBARSA,SONBARSA,SONBARSA,TUANIAR,TUANIAR / SC4600384,Shallow Tubewell,SAHARSA,20/05/2015,,+ACI-Iron+AFs-0.29 Mg/l+AF0-,Fluoride+AFs-0.87 Mg/l+AF0-,pH+AFs-7.29 PH+AF0-,TDS+AFs-410.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
