id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Khagaria,Parbatta,GOGARI,North Jamalpur,1,JAMALPUR,BARHARA,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
2,Khagaria,Parbatta,GOGARI,North Jamalpur,2,JAMALPUR,BARHARA,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
3,Khagaria,Parbatta,GOGARI,North Jamalpur,3,JAMALPUR,BRAHAMAN TOLA,Deep Tubew ell,Ground Water,,HandPump,Gogari Hand Pump(0002677255)
4,Khagaria,Parbatta,GOGARI,North Jamalpur,4,JAMALPUR,BRAHAMAN TOLA,Shallow Tubew ell,Ground Water,,HandPump,Gogri Hand Pump Scheme(0001989934)
5,Khagaria,Parbatta,GOGARI,North Jamalpur,5,JAMALPUR,CHHOTI MALIYA,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
6,Khagaria,Parbatta,GOGARI,North Jamalpur,6,JAMALPUR,GARMOHARI,Deep Tubew ell,Ground Water,,HandPump,Gogari Hand Pump(0002677255)
7,Khagaria,Parbatta,GOGARI,North Jamalpur,7,JAMALPUR,GARMOHARI,Shallow Tubew ell,Ground Water,,HandPump,Gogri Hand Pump Scheme(0001989934)
8,Khagaria,Parbatta,GOGARI,North Jamalpur,8,JAMALPUR,GOPALPUR,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
9,Khagaria,Parbatta,GOGARI,North Jamalpur,9,JAMALPUR,GORAIYA BATHAN,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
10,Khagaria,Parbatta,GOGARI,North Jamalpur,10,JAMALPUR,GORAIYA BATHAN,Deep Tubew ell,Ground Water,MANOJ YADAV,HandPump,IM-II NRDWP SUSTAINABLE T/W (Sri Navin Kumar(0006492052)
11,Khagaria,Parbatta,GOGARI,North Jamalpur,11,JAMALPUR,GORAIYA BATHAN,Deep Tubew ell,Ground Water,Road Site,PWS,Mpw s Goriabathan(0006491981)
12,Khagaria,Parbatta,GOGARI,North Jamalpur,12,JAMALPUR,GORAIYA BATHAN,Shallow Tubew ell,Ground Water,Nageshw ar Singh,HandPump,Sustainable T/W(0006952680)
13,Khagaria,Parbatta,GOGARI,North Jamalpur,13,JAMALPUR,HARIJAN TOLA,Deep Tubew ell,Ground Water,,HandPump,Gogari Hand Pump(0002677255)
14,Khagaria,Parbatta,GOGARI,North Jamalpur,14,JAMALPUR,HARIJAN TOLA,Shallow Tubew ell,Ground Water,,HandPump,Gogri Hand Pump Scheme(0001989934)
15,Khagaria,Parbatta,GOGARI,North Jamalpur,15,JAMALPUR,HARIJAN TOLA,Shallow Tubew ell,Ground Water,Sanskritik Manch,HandPump,Sustainable T/W(0006952680)
16,Khagaria,Parbatta,GOGARI,North Jamalpur,16,JAMALPUR,JAMALPUR,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
17,Khagaria,Parbatta,GOGARI,North Jamalpur,17,JAMALPUR,JAMALPUR,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
18,Khagaria,Parbatta,GOGARI,North Jamalpur,18,JAMALPUR,JAMALPUR,Deep Tubew ell,Ground Water,KARTIK MUNI,HandPump,IM-II NRDWP SUSTAINABLE T/W (Sri Navin Kumar(0006492052)
19,Khagaria,Parbatta,GOGARI,North Jamalpur,19,JAMALPUR,JAMALPUR,Shallow Tubew ell,Ground Water,Lal,HandPump,Sustainable T/W(0006952680)
20,Khagaria,Parbatta,GOGARI,North Jamalpur,20,JAMALPUR,KHATHA,Shallow Tubew ell,Ground Water,,HandPump,GOGARI H.T. Water Supply Scheme(0001987609)
21,Khagaria,Parbatta,GOGARI,North Jamalpur,21,JAMALPUR,KHATHA,Deep Tubew ell,Ground Water,MANOJ YADAV,HandPump,IM-II NRDWP SUSTAINABLE T/W (Sri Navin Kumar(0006492052)
22,Khagaria,Parbatta,GOGARI,North Jamalpur,22,JAMALPUR,KHATHA,Deep Tubew ell,Ground Water,KHATHA SAMUDAIK BHAWAN,PWS,MPWSS KHATHA SAMUDAIK BHAWAN(0006489605)
23,Khagaria,Parbatta,GOGARI,North Jamalpur,23,JAMALPUR,LAXMIPUR,Deep Tubew ell,Ground Water,,HandPump,Gogari Hand Pump(0002677255)
24,Khagaria,Parbatta,GOGARI,North Jamalpur,24,JAMALPUR,LAXMIPUR,Shallow Tubew ell,Ground Water,,HandPump,Gogri Hand Pump Scheme(0001989934)
