1,NAUHATTA,BALWA,Shallow tubewell,Ground Water,"NEAR CHANDRA MOHAN MISHRA, CHAPAKAL WITH I.R.P.",HandPump,HP-IRP(0004096088)
2,NAUHATTA,BALWA,Shallow tubewell,Ground Water,"NEAR BUS STAND KRISHNAMANDIR, CHAPAKAL WITH I.R.P.",HandPump,HP-IRP(0004096197)
3,NAUHATTA,BALWA,Shallow tubewell,Ground Water,"NEAR SHASHI NARAYAN MISHRA, CHAPAKAL WITH I.R.P.",HandPump,HP-IRP(0004096228)
4,NAUHATTA,BALWA,Shallow tubewell,Ground Water,Balw a Chow k Par,HandPump,HP-IRP(0005820647)
5,NAUHATTA,BALWA,Deep tubewell,Ground Water,Middle SChool Balw a,HandPump,Nauhatta School Scheme(0002727974)
6,NAUHATTA,BALWA,Shallow tubewell,Ground Water,BALWA,HandPump,NC/PC(0001989277)
7,NAUHATTA,BALWA,Shallow tubewell,Ground Water,Middle SChool Balw a,HandPump,School(0001966062)
8,NAUHATTA,DHONGA,Shallow tubewell,Ground Water,Brahm Sthan,HandPump,HP-IRP(0005820640)
9,NAUHATTA,DHONGA,Shallow tubewell,Ground Water,IN TOLA,HandPump,NC/PC(0001989279)
10,NAUHATTA,GOPIPUR,Shallow tubewell,Ground Water,GOPIPUR,HandPump,NC/PC(0002400845)
11,NAUHATTA,GORPARA,Deep tubewell,Ground Water,Primary School Bangalitola,HandPump,Nauhatta School Scheme(0002727974)
12,NAUHATTA,GORPARA,Shallow tubewell,Ground Water,GORPARA,HandPump,NC/PC(0001989280)
13,NAUHATTA,GORPARA,Shallow tubewell,Ground Water,Primary School Bangalitola,HandPump,School(0001966029)
14,NAUHATTA,KHALIYAHI,Shallow tubewell,Ground Water,IN TOLA,HandPump,NC/PC(0001989282)
15,NAUHATTA,MUSHHARNIA RAHI,Deep tubewell,Ground Water,In Village,PWS,Mini PWS(0006534151)
16,NAUHATTA,MUSHHARNIA RAHI,Shallow tubewell,Ground Water,NEAR MUSHHARNIA RAHI,HandPump,NC/PC(0004533903)
17,NAUHATTA,NAUHATTA,Shallow tubewell,Ground Water,Aganw adis Center Shahidih Code- 70,HandPump,Angaw adis(0004952537)
