S. No.,State,District,Block,Panchayat,Village,Habitation,Location,Type Of Source,Lab Name,Testing Date,Above Permissible Limit +ACY- (6.5 +ADw- pH +AD4- 8.5) (Mandatory+ACo-),Below Permissible Limit (Mandatory+ACo-),Above Permissible Limit (Emerging / Other+ACoAKg-),Below Permissible Limit (Emerging / Other+ACoAKg-)
101,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,HARIJAN TOLA,Inside Habitation / SC150085856,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-328.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
102,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,HARIJAN TOLA,Inside Habitation / SC150090594,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.19 Mg/l+AF0-,Fluoride+AFs-0.75 Mg/l+AF0-,pH+AFs-7.22 PH+AF0-,TDS+AFs-352.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-2.00 NTU+AF0-
103,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,HARIJAN TOLA,T/W 1 / SC150145522,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.57 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-312.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
104,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,HARIJAN TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436163,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-345.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
105,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,KAMAT TOLA,H5248590,Delivery Point,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.29 Mg/l+AF0-,Fluoride+AFs-0.67 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-341.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
106,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,KAMAT TOLA,Inside Habitation / SC150090588,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.26 Mg/l+AF0-,Fluoride+AFs-0.58 Mg/l+AF0-,pH+AFs-7.14 PH+AF0-,TDS+AFs-307.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
107,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,KAMAT TOLA,SC3927746,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.27 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.23 PH+AF0-,TDS+AFs-341.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
108,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,KAMAT TOLA,SC4613238,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.66 Mg/l+AF0-,pH+AFs-7.08 PH+AF0-,TDS+AFs-320.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
109,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSALMAN TOLA,Inside Habitation / SC150085852,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.29 PH+AF0-,TDS+AFs-327.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
110,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSALMAN TOLA,Inside Habitation / SC150090589,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.18 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.12 PH+AF0-,TDS+AFs-327.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
111,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSALMAN TOLA,T/W 1 / SC150145523,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.28 Mg/l+AF0-,Fluoride+AFs-0.69 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-345.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
112,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSALMAN TOLA,Nc/Pc Scheme For Tribeniganjl Block / SC4436164,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.24 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.28 PH+AF0-,TDS+AFs-341.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
113,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSHARI,Inside Habitation / SC150085855,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.58 Mg/l+AF0-,pH+AFs-7.18 PH+AF0-,TDS+AFs-326.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
114,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSHARI,Inside Habitation / SC150090592,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.17 Mg/l+AF0-,Fluoride+AFs-0.56 Mg/l+AF0-,pH+AFs-7.26 PH+AF0-,TDS+AFs-342.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
115,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,MUSHARI,SC1741907,Shallow Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.25 Mg/l+AF0-,Fluoride+AFs-0.78 Mg/l+AF0-,pH+AFs-7.21 PH+AF0-,TDS+AFs-362.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
116,BIHAR,SUPAUL,TRIBENIGANJ,SIMARIA,SEMARIA,PASWAN TOLA,SC150002103,Deep Tubewell,SUPAUL,01/09/2015,,+ACI-Iron+AFs-0.16 Mg/l+AF0-,Fluoride+AFs-0.68 Mg/l+AF0-,pH+AFs-7.25 PH+AF0-,TDS+AFs-345.00 Mg/l+AF0-+ACI-,,Turbidity+AFs-1.00 NTU+AF0-
