id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,1,JAINAGARA,GODHI TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Pratapganj Block,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533028)
2,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,2,JAINAGARA,GODHI TOLA,Deep tubewell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533028)
3,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,3,JAINAGARA,GODHI TOLA,Deep tubewell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533028)
4,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,4,JAINAGARA,GODHI TOLA,Deep tubewell,Ground Water,,HandPump,Pratapganj Spot Source Scheme(0005702812)
5,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,5,JAINAGARA,GODHI TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,Spot Source(0006550882)
6,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,6,JAINAGARA,JAINAGARA,Deep tubewell,Ground Water,Nc/Pc Scheme For Pratapganj Block,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533029)
7,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,7,JAINAGARA,JAINAGARA,Deep tubewell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533029)
8,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,8,JAINAGARA,JAINAGARA,Deep tubewell,Ground Water,Inside Habitation,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533029)
9,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,9,JAINAGARA,JAINAGARA,Deep tubewell,Ground Water,,HandPump,Pratapganj Spot Source Scheme(0005702812)
10,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,10,JAINAGARA,JAINAGARA,Shallow tubewell,Ground Water,Primary School Brahspati Ram Tola,HandPump,School Source(0006556019)
11,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,11,JAINAGARA,JAINAGARA,Shallow tubewell,Ground Water,Primary School Parsa Das Tola,HandPump,School Source(0006559672)
12,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,12,JAINAGARA,JAINAGARA,Shallow tubewell,Ground Water,Primary School Jainagara,HandPump,School Source(0006560244)
13,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,13,JAINAGARA,JAINAGARA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,Spot Source(0006550908)
14,Supaul,Triveniganj,PRATAPGANG,SURAJPUR,14,JAINAGARA,PASWAN TOLA 1,Deep tubewell,Ground Water,Nc/Pc Scheme For Pratapganj Block,SPOT,Nc/Pc Scheme For Pratapganj Block(0004533030)
