id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,1,MIANAPUR DUBAULI,AHIR TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544303)
2,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,2,MIANAPUR DUBAULI,BALBANWA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959354)
3,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,3,MIANAPUR DUBAULI,BHERIHARWA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544304)
4,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,4,MIANAPUR DUBAULI,DUBAWALIYA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544305)
5,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,5,MIANAPUR DUBAULI,MADHUR BANI,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544306)
6,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,6,MIANAPUR DUBAULI,MAINPUR DUBALIYA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959357)
7,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,7,MIANAPUR DUBAULI,MAINPUR DUBALIYA,Deep tubewell,Ground Water,Inside Habitation,HandPump,Bairiya Scheme(0006550333)
8,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,8,MIANAPUR DUBAULI,MALLAH TOLI,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544307)
9,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,9,MIANAPUR DUBAULI,NAWAKA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544308)
10,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,10,MIANAPUR DUBAULI,SAH TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544309)
11,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,11,MIANAPUR DUBAULI,SHEKH TOLI,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544310)
12,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,12,MIANAPUR DUBAULI,TILANGAHI,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959360)
13,Pashchim Champaran,Nautan,BAIRIA,MAINPUR DUBAULIA,13,MIANAPUR DUBAULI,TURAH TOLI,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544311)
14,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,1,TADHWA NANDPUR,BARGACHHIYA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959452)
15,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,2,TADHWA NANDPUR,KHALWA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544342)
16,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,3,TADHWA NANDPUR,MATHURA PD. KA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544343)
17,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,4,TADHWA NANDPUR,NAWKA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544344)
18,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,5,TADHWA NANDPUR,POKHAR TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544345)
19,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,6,TADHWA NANDPUR,TADHWA NANDPUR,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544346)
20,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,7,TADHWANANDPUR,BRATA TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,Bairia Scheme(0001959456)
21,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,8,TADHWANANDPUR,DANI TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959468)
22,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,9,TADHWANANDPUR,JAI RAUT KE TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544347)
23,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,10,TADHWANANDPUR,KAHNI TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544348)
24,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,11,TADHWANANDPUR,KOSHAL ROY KE TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959460)
25,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,12,TADHWANANDPUR,LAKNI TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,Bairia Scheme(0001959472)
26,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,13,TADHWANANDPUR,T. NATH TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544349)
27,Pashchim Champaran,Nautan,BAIRIA,TADHWA NANDPUR,14,TADHWANANDPUR,TADHWANANDPUR,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959480)
28,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,1,BAGAHI,AHIR TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544205)
29,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,2,BAGAHI,BAGHI,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959172)
30,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,3,BAGAHI,BAGHI,Deep tubewell,Ground Water,Road Side,HandPump,Bairiya Scheme(0006545986)
31,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,4,BAGAHI,BAGHI,Deep tubewell,Ground Water,Inside Habitation,HandPump,Bairiya Scheme(0006545986)
32,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,5,BAGAHI,BAKULIYA TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959176)
33,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,6,BAGAHI,BARAHI TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544206)
34,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,7,BAGAHI,GADIYANI TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544207)
35,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,8,BAGAHI,JADHUNI RAM KE TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959179)
36,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,9,BAGAHI,KANU TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544208)
37,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,10,BAGAHI,KORI TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959185)
38,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,11,BAGAHI,MALAHI TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544209)
39,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,12,BAGAHI,MUKNA TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001974021)
40,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,13,BAGAHI,MUKNA TOLA,Shallow tubewell,Ground Water,,HandPump,Bettiah Scheme(0001959186)
41,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,14,BAGAHI,MUSHER TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544210)
42,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,15,BAGAHI,NATUA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544211)
43,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,16,BAGAHI,NIMIA TOLA,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544212)
44,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,17,BAGAHI,RATANPURA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959190)
45,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,18,BAGAHI,SURPANCH KE TOLA BALDHI,Deep tubewell,Ground Water,Nc/Pc Scheme For Bairia Block,SPOT,Nc/Pc Scheme For Bairia Block(0004544213)
46,Pashchim Champaran,Nautan,BAIRIA,BAGHI RATANPUR,19,BAGAHI,TAMOLIYA TOLA,Shallow tubewell,Ground Water,,HandPump,Bairia Scheme(0001959193)
