id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,1,JHARATWA,JHARATWA,Deep tubewell,Ground Water,Nc/Pc Scheme For Ramnagar Block,SPOT,Nc/Pc Scheme For Ramnagar Block(0004546669)
2,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,2,JHARATWA,JHARATWA,Deep tubewell,Ground Water,"Ward-7, Near P.C.C. Road",HandPump,Ramnagar Scheme(0007064909)
3,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,3,JHARATWA,JHARATWA,Deep tubewell,Ground Water,Inside Habitation,HandPump,Ramnagar Spot Source Scheme(0005681285)
4,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,4,KHAJURIA,KHAJURIA,Deep tubewell,Ground Water,Nc/Pc Scheme For Ramnagar Block,SPOT,Nc/Pc Scheme For Ramnagar Block(0004546670)
5,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,5,MATHIYA,ANSARI TOLA,Shallow tubewell,Ground Water,Inside Habitation,HandPump,Ramnagar Scheme(0001968694)
6,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,6,MATHIYA,ANSARI TOLA,Deep tubewell,Ground Water,"Ward- 5, Near Aras Ansari",HandPump,Ramnagar Scheme(0007064909)
7,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,7,MATHIYA,ANSARI TOLA,Deep tubewell,Ground Water,Inside Habitation,HandPump,Ramnagar Spot Source Scheme(0005681285)
8,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,8,MATHIYA,ANSARI TOLA,Deep tubewell,Ground Water,Inside Habitation,HandPump,Ramnagar Spot Source Scheme(0005681285)
9,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,9,MATHIYA,ANSARI TOLA,Deep tubewell,Ground Water,Inside Habitation,HandPump,Ramnagar Spot Source Scheme(0005681285)
10,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,10,MATHIYA,HARIJAN TOLI,Deep tubewell,Ground Water,Nc/Pc Scheme For Ramnagar Block,SPOT,Nc/Pc Scheme For Ramnagar Block(0004546671)
11,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,11,MATHIYA,KHAN TOLI,Shallow tubewell,Ground Water,Near Pepal Tree,HandPump,Ramnagar Scheme(0001968701)
12,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,12,MATHIYA,KHAN TOLI,Deep tubewell,Ground Water,INSIDE HABITATION,HandPump,RAMNAGAR SCHEME(0006557073)
13,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,13,MATHIYA,KHAN TOLI,Deep tubewell,Ground Water,PIPAL KE PAS,HandPump,RAMNAGAR SCHEME(0006557073)
14,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,14,MATHIYA,MATHIA,Shallow tubewell,Ground Water,Near Pokhar,HandPump,Ramnagar Scheme(0001968705)
15,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,15,MATHIYA,MATHIA,Deep tubewell,Ground Water,M.S.Mathia,HandPump,Ramnagar Scheme(0002763731)
16,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,16,MATHIYA,MATHIA,Deep tubewell,Ground Water,"Arhatw a, Ward- 7, Near Akthar Ansari",HandPump,Ramnagar Scheme(0007064909)
17,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,17,MATHIYA,MUSHAR TOLI,Deep tubewell,Ground Water,Nc/Pc Scheme For Ramnagar Block,SPOT,Nc/Pc Scheme For Ramnagar Block(0004546672)
18,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,18,MATIARIA KALAN,MATIARIA KALAN,Deep tubewell,Ground Water,Nc/Pc Scheme For Ramnagar Block,SPOT,Nc/Pc Scheme For Ramnagar Block(0004546673)
19,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,19,MEGHWAL,HARIJAN TOLA,Shallow tubewell,Ground Water,Near Braham Sthan,HandPump,COVERAGE IN PC TOLA IN 2012- 13(0004668036)
20,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,20,MEGHWAL,HARIJAN TOLA,Shallow tubewell,Ground Water,Near Chauraha,HandPump,Ramnagar Scheme(0001968717)
21,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,21,MEGHWAL,MADARSA TOLA,Shallow tubewell,Ground Water,Near Kharanja Road,HandPump,Ramnagar Scheme(0001968719)
22,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,22,MEGHWAL,MEGHWAL,Shallow tubewell,Ground Water,Near Pepal Tree,HandPump,Ramnagar Scheme(0001968723)
23,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,23,MEGHWAL,MEGHWAL,Deep tubewell,Ground Water,INSIDE HABITATION,HandPump,RAMNAGAR SCHEME(0006557162)
24,Pashchim Champaran,Ramnagar,RAMNAGAR,MATHIA,24,MEGHWAL,MEGHWAL,Deep tubewell,Ground Water,ROAD SIDE,HandPump,RAMNAGAR SCHEME(0006557162)
25,Pashchim Champaran,Ramnagar,RAMNAGAR,JOGIA,1,BAHUARI,BAHUARI,Deep tubewell,Ground Water,Near Pepal Tree,HandPump,Ramnagar Scheme(0001968180)
26,Pashchim Champaran,Ramnagar,RAMNAGAR,JOGIA,2,BAHUARI,BAHUARI,Deep tubewell,Ground Water,P.S>Khaira Tola Bahuari,HandPump,Ramnagar Scheme(0002763714)
27,Pashchim Champaran,Ramnagar,RAMNAGAR,JOGIA,3,BAHUARI,BAHUARI,Deep tubewell,Ground Water,P.S.Bahuari Urdu,HandPump,Ramnagar Scheme(0002763717)
28,Pashchim Champaran,Ramnagar,RAMNAGAR,JOGIA,4,BAHUARI,BAHUARI,Deep tubewell,Ground Water,P.S>Bahuari Dew raj,HandPump,Ramnagar Scheme(0002763721)
29,Pashchim Champaran,Ramnagar,RAMNAGAR,JOGIA,5,BAHUARI,BAHUARI,Deep tubewell,Ground Water,Near Hanuman Mandir,HandPump,Ramnagar Scheme(0004093175)
