id,Disctrict,AC,Block,Panchayat,,Village Name,Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
1,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,1,SAUR BAZAR,BHAGAT TOLA,Shallow tubewell,Ground Water,Near,HandPump,HP-IRP(0003771704)
2,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,2,SAUR BAZAR,BHAGAT TOLA,Shallow tubewell,Ground Water,Near,HandPump,HP-IRP(0003771711)
3,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,3,SAUR BAZAR,BHAGAT TOLA,Shallow tubewell,Ground Water,BHAGAT TOLA,HandPump,NC/PC 2012- 13(0004672538)
4,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,4,SAUR BAZAR,BHAGAT TOLA,Shallow tubewell,Ground Water,Near,HandPump,NC/PC(0001989399)
5,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,5,SAUR BAZAR,DHOBI TOLA,Shallow tubewell,Ground Water,Near,HandPump,HP-IRP(0005622165)
6,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,6,SAUR BAZAR,DHOBI TOLA,Deep tubewell,Ground Water,Near,HandPump,Saur Bazar QA Scheme(0004115861)
7,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,7,SAUR BAZAR,DOM TOLA,Shallow tubewell,Ground Water,Near,HandPump,HP-IRP(0005622206)
8,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,8,SAUR BAZAR,DOM TOLA,Shallow tubewell,Ground Water,Near,HandPump,NC/PC(0002403155)
9,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,9,SAUR BAZAR,DOM TOLA,Shallow tubewell,Ground Water,Near,HandPump,NC/PC(0002403158)
10,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,10,SAUR BAZAR,DOM TOLA,Deep tubewell,Ground Water,Near,HandPump,Saur Bazar QA Scheme(0004115861)
11,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,11,SAUR BAZAR,MIA TOLA,Shallow tubewell,Ground Water,Near,HandPump,NC/PC(0001989402)
12,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,12,SAUR BAZAR,MUSHAHARI,Shallow tubewell,Ground Water,Near,HandPump,HP-IRP(0005622225)
13,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,13,SAUR BAZAR,MUSHAHARI,Shallow tubewell,Ground Water,NEAR CHAMPA DEVI,HandPump,NC/PC(0001953086)
14,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,14,SAUR BAZAR,MUSHAHARI,Shallow tubewell,Ground Water,Near,HandPump,NC/PC(0002403160)
15,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,15,SAUR BAZAR,MUSHAHARI,Deep tubewell,Ground Water,Near,HandPump,Saur Bazar QA Scheme(0004115861)
16,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,16,SAUR BAZAR,PASI TOLA,Shallow tubewell,Ground Water,Near Temple,HandPump,NC/PC(0002403161)
17,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,17,SAUR BAZAR,PASI TOLA,Deep tubewell,Ground Water,Near Bechan Mahto,HandPump,Near Kailahs Choudhry(0001333075)
18,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,18,SAUR BAZAR,PASI TOLA,Deep tubewell,Ground Water,Tube Well No. 2,HandPump,QA Scheme Saur Bazar(0007182883)
19,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,19,SAUR BAZAR,PASI TOLA,Deep tubewell,Ground Water,Tube Well No. 1,HandPump,QA Scheme Saur Bazar(0007182883)
20,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,20,SAUR BAZAR,PASWAN TOLA,Shallow tubewell,Ground Water,NEAR RAJENDRA PASWAN,HandPump,NC/PC(0001953088)
21,Saharsa,Saharsa,SAURBAZAR,SAURBAZAR,21,SAUR BAZAR,PASWAN TOLA,Shallow tubewell,Ground Water,Near School,HandPump,NC/PC(0002403163)
